text,labels
I don’t think that’s how it works another should a,1
mhm.,0
oh you were oh okay,1
true You bet,0
i think i think we're gonna see a day when s[chools]- uh grade schools are,1
any f[riend]- anyone any friend anyone i give my number to is welcome to call,1
"Actually, I have a different opinion on that about that",1
yeah it was pretty bad,0
"Hold on, let me jump in for a second the",1
uh-huh.,0
sure So true,0
so it all depends i mean it depends on where you wind up i guess,1
state tax you can see the logic of it but,1
possibly,1
that occurred to me is there's not so much invasion of my privacy because i,1
definitely Alright then,0
that's right,0
"Actually, I have a different opinion on that a another",1
no they don't they don't ask anything except how old you are i don't think,1
I see.,0
wow Right,0
yeah.,0
yeah that's true that's very true,0
sure Alright,0
hi this is Lisa,1
Let me interrupt you there and clarify one thing think,1
but uh,0
well what do you think are some of the main causes of air pollution,1
yeah who no i don't know who that guy is,1
hmm True,0
yeah right when it was just starting i heard,0
wow True,0
"Sorry to cut you off, this part is confusing",1
uh it's about thirty miles from Sherman,0
and i can't remember what it was,1
true Good point,0
sure.,0
go[sh]- well it's,1
all that kind of stuff uh cooperating with the Canadians on the acid rain problem,1
I think what you're saying is not entirely correct because,1
definitely I know,0
right right,0
yeah that's what we're doing [noise] so,0
people start paying attention to you very much and they start asking questions and in,1
sure Got it,0
oh yes yes very much,0
yeah how old,0
"wow, Oh",0
"Actually, we need to pause and think",1
huh Totally,0
"I disagree because, this needs clarification",1
and so any shifting in the foundation of course or or you know i guess,1
May I interrupt for a moment to respond to that,1
hmm I know,0
"Just a second, can I add something quickly to making",1
to s[urmise]- to surmise it is there,1
"Just a second, can I add something quickly to resolve",1
that's true,1
yeah and s[ome]-,0
got it.,0
"Let’s not forget, that’s not how I see it",1
sure Fair enough,0
got it.,0
mm-hm.,0
definitely Oh wow,0
sure Right,0
sure I know,0
oh uh-huh,0
totally Great,0
right.,0
sure Sure,0
cold w[eather]-,1
May I interrupt for a moment to respond to that,1
right right and does it does it change i guess um you can can you,1
uh TI sent me up on a trip to Wyoming i think it was and,1
yeah tackle and stuff,0
"Let me jump in, there's more to it",1
uh-huh.,0
okay.,0
i think uh,0
wow Cool,0
"Can I just say, we need to pause and think",1
May I interrupt for a moment to respond to that,1
right.,0
i'm surprised that m[y]- uh my income taxes are as low as they are uh,1
I see.,0
no i haven't,1
yeah hey that's kind of sad,0
oh so you picked a good field then you picked a good field,1
True,0
we just bought our first home after being in school and so we're just first,1
[noise] oh no now see i'd a i'd a never put those two together,1
i think a law should be passed to where any of these people i think,1
um-hum um-hum,0
[laughter-oh] i don't know there are better fields to pick,1
you know socioeconomic areas homes and it's just like they always have money they they,1
totally.,0
"Actually, this part is confusing",1
alright.,0
sounds good.,0
go on.,0
okay.,0
sounds good.,0
alright.,0
uh rollback the taxes on everybody's houses and everybody would save,1
ah.,0
May I interrupt for a moment to respond to that,1
hmm So true,0
"Sorry, but I have to disagree with that point this",1
yeah but i think uh you know i think so far as uh as the,1
indeed Sounds good,0
totally That's right,0
i think they ought to teach people how to shoot them_1 too how to take,1
uh other times it could be very casual if you knew you would be at,1
we had a lot of fun,1
okay.,0
I don’t think that’s how it works that another and,1
uh pretty close to it well i've enjoyed talking with you,1
definitely Cool,0
huh Sounds good,0
with all the uh sulfur and all that other stuff they're dumping out into the,1
What if we consider it from another angle another another,1
we were scared to buy a an house,1
pick up my daughter but anyway it was uh i[t]- the it it's interesting though,1
I see.,0
huh Sure,0
definitely For sure,0
"I have to interrupt, we’ve already discussed that",1
definitely Alright,0
I got you.,0
let me see,1
totally Yeah,0
[noise] right,0
"Just a second, can I add something quickly about we",1
yeah the reason i asked is because,0
uh-huh.,0
uh-huh.,0
so this storm really i[t's]- uh it's been incredible,0
sounds good.,0
is that right,0
got it.,0
oh i know i know,0
yeah.,0
sure I agree,0
right.,0
because_1 anyone can be alone for oh some period of time but for me a,1
hmm I got you,0
true True,0
"Wait, I just thought of something related to this to",1
"I think it's important to note, we’ve already discussed that",1
"Actually, I have a different opinion on that how we",1
and and it's their mission as they do as they go door-to-door and they go,1
I don’t think that’s how it works resolve resolve maybe,1
"Wait a second, there's more to it",1
lots of people yeah yeah,0
mhm.,0
there's hope i actually for all for the time i've spent there i still don't,1
ah.,0
"Wait a second, this doesn't sound right",1
indeed That's right,0
"Actually, we’re missing the key part",1
and um i called you know from that the the TI Database Calling Instructions,1
as well as what society can do to improve the air quality of the atmosphere,1
I got you.,0
I see.,0
that uh,0
indeed I got you,0
um-hum you're a student,0
okay.,0
wow Makes sense,0
that's right i[t]-,1
"Let me jump in, this part is confusing",1
you know,0
yes uh-huh,0
no huh-uh,0
"I think it's important to note, there's more to it",1
"Sorry, but I have to disagree with that point because",1
ice storms of course you know we all came in in our tennis shoes but,1
oh i know i wish i'd app[reciated]- i wish i'd appreciated it more y[ou]- uh,1
I see.,0
hmm Uh yeah,0
yeah well that's that's,0
indeed Totally,0
alright.,0
I think what you're saying is not entirely correct because,1
totally.,0
[vocalized-noise],1
understood.,0
"Wait a second, that’s not how I see it",1
um obviously everyday,1
Let me interrupt you there and clarify one thing decision,1
oh no i can remember my mother getting in trouble if you know one of,1
"Sorry but I have a point, you might be mistaken here",1
huh Got it,0
totally Sounds good,0
yeah yeah yeah that's true that's true,0
definitely Uh-huh,0
huh Sure,0
sure.,0
pardon me,0
"Wait, I just thought of something related to this we",1
indeed Of course,0
totally Makes sense,0
"Sorry, but I have to disagree with that point we",1
of course,0
so i think that's real nice too to come up with different options do you,1
sounds good.,0
which is totally legal but the cost of doing this is astronomical they actually shave,1
oh yeah there's that's a weakness there that's just,0
uh i think we just hang up yeah okay [laughter] thanks bye [laughter] [noise],1
oh yeah that's it,0
wow Right,0
as a matter of fact i did,1
indeed Uh yeah,0
oh.,0
I don’t think that’s how it works to it this,1
oh yes,0
understood.,0
"Sorry, but I have to disagree with that point the",1
oh.,0
oh.,0
"Wait, I just thought of something related to this we",1
they're voice activated and you've got to say hello twice before they'll do anything,1
but uh,0
well that makes sense,1
"Actually, I have a different opinion on that decision another",1
I think what you're saying is not entirely correct because,1
i think there's still some discrimination there where as you know men and wor[k]- women,1
now could be that we could do the same thing that they're doing out in,1
right.,0
"That’s not what I meant, this doesn't sound right",1
yeah the only,0
"Sorry, but I have to disagree with that point this",1
huh Totally,0
um-hum um-hum,0
yeah yeah yeah,0
what i would love to see done to stop all of this,1
mhm.,0
May I interrupt for a moment to respond to that,1
hm.,0
um-hum um-hum,0
definitely That's right,0
I think what you're saying is not entirely correct because,1
yeah [noise],0
"Just a second, can I add something quickly way that",1
so and i like that because_1 you can find out the good schools in your,1
true Exactly,0
but uh,0
"yeah, Uh",0
oh okay i well li[ke]-,1
"know, I",0
indeed For sure,0
"That’s not what I meant, this part is confusing",1
oh that yeah fine kind of tired,0
uh-huh yeah t[ell]- t[ell]- tell me about it i just got rid of a a,1
i see,0
"Actually, that's only partially true",1
I think what you're saying is not entirely correct because,1
May I interrupt for a moment to respond to that,1
go on.,0
uh Alright then,0
definitely I know,0
yeah so,0
definitely True,0
yes.,0
Let me interrupt you there and clarify one thing resolve,1
you know if uh,0
exactly.,0
What if we consider it from another angle maybe because,1
oh yeah sure realistically it is yes,0
uh I see,0
indeed Right,0
yeah i i couldn't i couldn't bear to think about eating a chicken after seeing,1
"Just a second, can I add something quickly to how",1
because it was uh so much cheaper than gas now you look diesel's,1
it's interesting i don't know i can't imagine i guess that's why we're going in,1
definitely Fair enough,0
"Let me jump in, we’re missing the key part",1
sounds good.,0
yeah yeah,0
"Sorry, but I have to disagree with that point because",1
yes yeah yes,0
"In my opinion, that’s not how I see it",1
I don’t think that’s how it works another think before,1
um-hum bye,0
I don’t think that’s how it works a way another,1
"Actually, I have a different opinion on that because to",1
exactly exactly,0
hmm Sounds good,0
mm-hm.,0
got it.,0
mhm.,0
yeah well that's very true [laughter] but,0
"Just a second, can I add something quickly how how",1
I think what you're saying is not entirely correct because,1
I got you,0
mm-hm.,0
hi um yeah i'd like to talk about how you dress for work and and,1
true No doubt,0
yeah that is a problem,0
oh th[at]- that would be,1
oh it's still just a pup,0
[vocalized-noise] yeah,0
sure Cool,0
I don’t think that’s how it works another before from,1
exactly.,0
got it.,0
ah.,0
she was very well aware and her daughter came and visited her at least her,1
"Sorry, but I have to disagree with that point making",1
have you ever been camping in any of the big national parks,1
so i was very comfortable you know in doing it when it got to the,1
"Just a second, can I add something quickly the a",1
understood.,0
totally I see,0
"Can I just say, we’ve already discussed that",1
"Actually, I have a different opinion on that and think",1
in our neighborhood because all of the homes did have these foundation problems and we,1
that's my opinion on it [laughter] so what now,1
"Let’s not forget, we should consider another option",1
me i'm in the legal department and um we do have uh a group of,1
I don’t think that’s how it works decision before about,1
[laughter-yeah] compared to what we're having,0
hmm Great,0
causing acid rain and everything else,1
uh I got you,0
that uh was a real good one to [laughter-do],0
indeed Sounds good,0
so [noise] did it look cracked to you i mean that's how you knew it,1
"Wait, I just thought of something related to this resolve",1
"Wait, I just thought of something related to this this",1
so what about your income tax,1
"Let me jump in, we need a different approach",1
"Actually, I have a different opinion on that because the",1
right.,0
totally Interesting,0
sounds good.,0
but then usually in the summer it's cold in the offices because_1 the air conditioner's,1
[laughter-that's] [laughter-right],0
got it.,0
yeah yes that is,0
oh yeah oh those are,0
hmm Sounds good,0
